source,listing_id,title,variant_engine,fuel,year,km,power_kw,transmission,body_type,price,url,rule_brand,rule_model,rule_fuel,rule_variant,rule_year,rule_km,rule_power,rule_transmission
bazos,194466090,Predám nárazník maska svetlo Honda Jazz 2002-2008,,,,,,,,,https://auto.bazos.sk/inzerat/194466090/predam-naraznik-maska-svetlo-honda-jazz-2002-2008.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194447245,ROZPREDÁM HONDA JAZZ .,,,,,,,,,https://auto.bazos.sk/inzerat/194447245/rozpredam-honda-jazz.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194437363,Náhradní díly Honda Jazz 3 2010,,,,,,,,,https://auto.bazos.sk/inzerat/194437363/nahradni-dily-honda-jazz-3-2010.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194429449,💥 HONDA JAZZ 1.4 i-VTEC A/T 💥,,,,,,,,5300.0,https://auto.bazos.sk/inzerat/194429449/honda-jazz-14-i-vtec-at.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194426370,Autokoberce textilné Honda Jazz 2015-2020,,,,,,,,15.0,https://auto.bazos.sk/inzerat/194426370/autokoberce-textilne-honda-jazz-2015-2020.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194384551,Honda Jazz - náhr. diely,,,,,,,,,https://auto.bazos.sk/inzerat/194384551/honda-jazz.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194379545,Honda jazz 1.2 vynikajúci stav,,,,,,Manual,,2500.0,https://auto.bazos.sk/inzerat/194379545/honda-jazz-12-vynikajuci-stav.php,match,match,unknown,unknown,unknown,unknown,unknown,match
bazos,194375924,Honda Jazz,,Petrol,,67000.0,66.0,,,5500.0,https://auto.bazos.sk/inzerat/194375924/honda-jazz.php,match,match,match,unknown,unknown,match,match,unknown
bazos,194344582,Honda Jazz 1.3 i-VTEC,,,,,,,,9290.0,https://auto.bazos.sk/inzerat/194344582/honda-jazz-13-i-vtec.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194323326,Predám zimné pneumatiky na plechových diskoch Honda Jazz,,,,,,,,100.0,https://auto.bazos.sk/inzerat/194323326/predam-zimne-pneumatiky-na-plechovych-diskoch-honda-jazz.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194301982,"Honda Jazz okno , sklo",,,,,,,,20.0,https://auto.bazos.sk/inzerat/194301982/okno-honda-jazz.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194294247,Plechový disk Honda Jazz R14 4x100 1ks,,,,,,,,25.0,https://auto.bazos.sk/inzerat/194294247/plechovy-disk-honda-jazz-r14-4x100-1ks.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194203871,Náhradní díly Honda Jazz,,,,,,,,,https://auto.bazos.sk/inzerat/194203871/nahradni-dily-honda-jazz.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
bazos,194190905,Honda Jazz 1.2 i-VTEC / 66kW / M5 / 2012,,Petrol,,69174.0,66.0,Manual,,6490.0,https://auto.bazos.sk/inzerat/194190905/honda-jazz-12-i-vtec-66kw-m5-2012.php,match,match,match,unknown,unknown,match,match,match
bazos,194120078,"Honda Jazz 2002-2008,Honda City",,,,,,,,,https://auto.bazos.sk/inzerat/194120078/honda-jazz-2002-2008honda-city.php,match,match,unknown,unknown,unknown,unknown,unknown,unknown
